,S/N,Type,ABIA STATE,ADDRESS,Latitude,Longitude
,280,Daily,Iko Ebiere Market,"Eket-Port Harcourt Expy, 532111, Akwa Ibom",4.63300200,7.831088000
,281,Daily,Nyesu Market,"532111, Ikot, Akwa Ibom",4.643065000,7.819200000
,282,Daily,Ikot Udo Ime Market,"Ime, Ikot Etobo Rd, 522108, Ikot Udo, Akwa Ibom",4.743557000,7.924086000
,283,Daily,Ibup Itam Main Market,"2WX2+338, Itu Road & Off Ikot Ekpene Road, 520262, Uyo, Akwa Ibom",5.047881000,7.900229000
,284,283,Evening Market,"HH93+67Q, 534101, Ikot Abasi, Akwa Ibom",4.587384000,7.550860000
,,,,,,
,,,ANAMBRA ,,,
,285,Daily,Eke Awka Main Market,"Nnamdi Azikwe Avenue, 420108, Awka",6.20796700,7.068589000
,286,Daily,"2nd Market, Ifite Road Awka","Ifite Rd, 420112, Awka",6.244733000,7.090350000
,287,4.0 M.D,Nkwo Igbo Market,"Near Post Office, Nnobi-Ekwulobia Rd, Igbo Ukwu",6.018307000,7.020088000
,288,4.0 M.D,"Oye Market, Nimo","421111, Nimo, Anambra",6.157236000,6.989701000
,289,Daily,Nkwo Nnewi Main Market(Ime Afia),"435101, Nnewi, Anambra",6.020984000,6.906289000
,290,Daily,Odumodu Market,"433102, Umunya, Anambra",6.226523000,6.906715000
,291,Daily,Idemili Market,"4Q56+P79, Atani Rd, Iyiowa Layout 431114, Onitsha, Anambra",7.008172000,6.583860000
,292,Daily,Marine Modern Market,"New Market Rd, Main Market 431108, Onitsha",6.216365000,6.761666000
,293,Daily,Big Market,"60B Old Markete Rd, GRA 434106. Onitsha",6.229419000,6.808350000
,294,Daily,Mmadueke Street Market,"Mmadueke Str, Odoakpu 434243, Onitsha",6.247933000,6.646293000
,295,Daily,Eke Father Market,"28C8+99X, 423113, Umunze, Anambra",6.02115400,7.315932000
,296,Daily,"Oghalegbu Market, Okija","431125, Okija, Anambra",5.915300000,6.824774000
,297,Daily,Eke Market Oraeri,"22P4+2VW, 422117, Igbo Ukwu, Anambra",6.035405000,7.007123000
,298,Daily,Ezegbunu Community Market,"Amafor nkpor uno, 434110, Onitsha, Anambra",6.121691000,6.847029000
,299,Daily,Isiokwe Market,"Isiokwe Rd, Niger Bridge Layout 434104, Onitsha",6.143612000,6.801826000
,300,Daily,Njikoka Market,"420111, Mgbaukwu, Anambra",6.27762500,7.053867000
,301,Daily,"Umuaneke Market, Ebenebe","420115, Ebenebe, Anambra",6.380836000,7.122103000
,302,4.0 M.D,"Nkwo Market, Abagana","5XHC+6XQ, 421107, Abagana, Anambra",6.178294000,6.972622000
,303,4.0 M.D,Nkwo Umunze main Market,"Ugwuagbada, 423101, Umunze, Anambra",5.966318000,7.236823000
,304,Daily,Ameyi Market,"433102, Nkwelle Ezunaka, Anambra",6.205886000,6.85017800
,305,4.0 M.D,"Nkwo Market, Aguluezechukwu","2464+42G, 422116, Aguluezechukwu, Anambra",6.010471000,7.105086000
,306,Daily,Eke Ochuche Market,"Ochuche Umuodu, 431110, Ochuche-Umuodo, Anambra",5.942615000,6.721362000
,307,Daily,"Akuora Market, Obosi","Umuota 434109, Obosi, Anambra",6.112235000,6.832420000
,308,Daily,Okija Market,"431123, Okija, Anambra",5.909466000,6.842380000
,309,Daily,Osile Market,"433107, Ogbunike, Anambra",6.176027000,6.882454000
,310,Daily,Eziele Market,"420107, Nibo, Anambra",6.175073000,7.066537000
,311,Daily,Ochanja Market,"Ziks Ave, City Centre 431107, Onitsha, Anambra",6.138803000,6.785133000
,312,Daily,Nkwo Agulu,"427X+W7X, Mbaukwu Rd, Amatutu 422101, Agulu, Anambra",6.115038000,7.048290000
,313,Daily,Nkwo Ogidi Market,"434101, Ogbunike, Anambra",6.152947000,6.865364000
,314,Daily,Afor-Udo Nanka,"Ozubulu-Okigwe Rd, 423129, Nanka, Anambra",6.051581000,7.065627000
,315,Daily,Afor-Igwe Umudioka,"Old Onitsha-Enugu Rd, 421108, Nimo, Anambra",6.1641140,6.918338000
,316,Daily,Total Market,"423123, Oko Town, Anambra",6.09123600,7.118084000
,317,Daily,Oye Market Ukpo ,"5XWC+9WR, Abagana-Ukpo Rd, 421107, Ukpo, Anambra",6.196205000,6.972292000
,318,Daily,Nkwo- Ogbe Main Market,"Off Ajoke, 4B Nurudeen Close, 100213, Lagos, Anambra",5.854356000,6.859791000
,319,Daily,Obeleagu Market,"Obeleagu St, Omagba Phase II 434104, Onitsha",6.1634750,6.804725000
,320,Morning,Ezemezu Morning Market,"42RG+46P, 420106, Agukwu Nri, Anambra",6.140498000,7.0256550
,321,Daily,"Ezeihulu Market, Nnobi","2WXX+95M, 434116, Nnobi, Anambra",6.048702000,6.947930000
,322,Daily,Umueri Bridge Market,"432102, Umueze Anam, Anambra",6.324182000,6.837492000
,323,4.0 M.D,Afor Market Ukwulu ,"Near Immanuel Anglican Church, 421108, Ukwulu, Anambra",6.288153000,6.987453000
,324,Daily,Afor-Igwe Umudioka Market,"Old Onitsha - Enugu Rd, 421108, Nimo, Anambra",6.163986000,6.91830600
,325,Daily,Igbakwu Market,"433112, Igbaukwu, Anambra",6.548068000,6.942592000
,326,4.0 M.D,"Afo Market, Enugwu Ukwu","Nawfia Bypass, 421105, Enugwu Ukwu, Anambra",6.185867000,7.021225000
,327,4.0 M.D,Orie Achina Market,"X489+46X, Ndiopaleze Rd, 422118, Achina, Anambra",5.965488000,7.118223000
,328,Daily,Market in Enugwu Agidi ,"421104, Enugwu Agidi, Anambra",6.230254000,7.019391000
,329,Sundays,"Eke Market square, Obosi","4RCQ+324, 434110, Obosi, Anambra",6.12024300,6.83754200
,330,Daily,Oye Aguluzigbo Market,"Adazi-Aguluzigbo-Igbo Ukwu Rd, 422105, Aguluzigbo, Anambra",6.057268000,7.031450000
,331,Daily,Market in Eke Awka-Etiti Junction,"Nnobi-Ekwulobia Rd, 434117, Awka Etiti, Anambra",6.035852000,6.962062000
,332,Daily,"Eke Market, Amawbia","53W4+74F, Old Onitsha-Enugu Rd, 420103, Amawbia, Anambra",6.195871000,7.055412000
,333,Daily,First Market Ifite Awka,"St Michael Anglica Church B/Stop, by Meloch Rd, 420112, Ifite Awka",6.240492000,7.090155000
,334,Daily,Ezinwafor Mini Market,"420102, Awka, Anambra",6.198394000,7.069313000
,335,Daily,"Nkwo  Market , Omor","GX55+GPQ, 411119, Omor, Anambra",6.50900200,6.959456000
,336,Daily,Oba International Market,"KM 59 Onitsha-Owerri Expy, 434116, Oba, Anambra",6.05425600,6.812454000
,337,Daily,Onitsha Computer Market,"KM 1 Onitsha/Asaba Expy, 430233, Onitsha",6.129878000,6.786058000
,338,Daily,Nkwo Nnewi New Motorcycle Spare Parts Market,"Motorcycles Spare parts, Nkwo Str, 435101, Nnewi",6.023965000,6.91110200
,339,Daily,N And B Electronics International Market,"G2851, Electronics International Market, Bridgehead, Anambra",6.232326000,6.940712000
,340,Daily,Orie Ogbunka Market,"275J+RC5, Owerre - Ezukala Road, 423115, Umunze, Anambra",6.009671000,7.281192000
,341,Daily,Electronics International Market,"A232, Niger Bridge Head 431106, Onitsha",6.129583000,6.770132000
,342,Daily,Ogboefere Market,"Local Government Area, Mogambo street, along Asaba-Onistha express road, behind Zenith bank, Onitsha, Anambra",6.126937000,6.777642000
,343,Daily,Eke Akwuzu Market,"6WXR+RXP, 433104, Awkuzu, Anambra",6.249850000,6.942464000
,344,Daily,New Parts Market,"Nnobi, Nnokwa Rd, Nkpor 434105, Nkpor, Anambra",6.15321500,6.833464000
,345,Daily,Relief Market,"Awada Layout, 431104, Onitsha",6.130650000,6.791774000
,346,Daily,"Oye Olisa Market, Ogbunie, Ogidi","Ogbunike, Ogidi",6.157369000,6.889625000
,347,Daily,"Orie Uga Market, Uga","Uga-Umuchu-Umunze Rd, 422120, Amaekwulu, Anambra",5.953457000,7.084101000
,348,Daily,Eke Agu- Abatete,"434113, Abatete, Anambra",6.127949000,6.9292610
,349,Daily,Eke Nibo Market ,"53C9+R28, Umuawulu Rd, 420107, Nibo, Anambra",6.172210000,7.067679000
,350,Daily,Eke Market Amichi,"XXRJ+P2H, Nnewi-Okigwe Rd, 435102, Amichi, Anambra",5.992065000,6.980141000
,351,Daily,Afor-Udo Nanka,"Ozubulu - Okigwi Road, 423129, Nanka, Anambra",6.051613000,7.065595000
,352,Daily,Plastic Wares Market,"Plastic wares market, Awada Layout 430213, Onitsha, Anambra",6.126099000,6.780982000
,353,4.0 M.D,Eke Market,"42XF+34M, Agukwu Nri Rd, 420106, Agukwu Nri, Anambra",6.151478000,7.024684000
,354,4.0 M.D,Orie Achina Market,"X489+46X, Ndiopaleze Rd, 422118, Achina, Anambra",5.965584000,7.118190000
,355,Daily,Ezi Igwe Market Mgbakwu ,"73F5+FJ4, 420111, Mgbakwu, Anambra",6.27389500,7.0591450
,356,Daily,"Nodu Market, Okpuno","63J9+MQF, Nodu Road, 420110, Okpuno Awka, Anambra",6.23243700,7.069928000
,357,Daily,Eke Awgbu Market,"432H+WV3, 423125, Awgbu, Anambra",6.102475000,7.079570000
,358,Daily,Uzoigwe Market,"Unnamed Rd, 431116, Ubaraekwem, Anambra",5.872075000,6.832167000
,359,Daily,Ezi Ibi Market,"64 Works Rd, 420108, Awka, Anambra",6.205365000,7.064410000
,360,4.0 M.D,Afo Atani Market,"2Q43+532, 431111, Atani, Anambra",6.023704000,6.758434000
,361,Daily,Nkwo Uchu Market,"W4MH+33X, 422118, Umuchu, Anambra",5.938263000,7.129794000
,362,Daily,Nworie Market Square,"Peters Catholic Church, Beside St, 422116, Aguluezehukwu, Anambra",6.013937000,7.104610000
,363,Daily,Nwagwazi Market,Umueze Uga LGA,5.939192000,7.079032000
,364,4.0 M.D,Eke Main Market,"422123, Ekwulobia, Anambra",6.026413000,7.081058000
,365,Daily,Afor Ochie Market,"33Q2+778, Amoji 422108, Agulu, Anambra",6.088472000,7.050750000
,366,Daily,Ohia Agwu Market,"14 Ichida St, Niger Bridge Layout 435109, Onitsha",6.029464000,6.990154000
,367,Daily,"Nwagu Market, Agulu","Nnobi, Nnokwa Rd, Nkitaku, Agulu",6.167438000,7.013677000
,368,Daily,Oye Aguluzigbo Market,"Adazi-Aguluzigbo-Igbo Ukwu Rd, 422105, Aguluzigbo, Anmbra",6.056244000,7.031278000
,369,Daily,Oginese Market,"42QF+26C, 420106, Agukwu Nri, Anambra",6.137849000,7.023123000
,370,Daily,Ogbo Osisi Uga,"422120, Uga, Anambra",5.952303000,7.082897000
,371,Daily,Ahia Obima,"423107, Ezira, Anambra",5.996047000,7.221110000
,372,Daily,Ozuda Market,"Okpuno, Egbu, Umudim, Nnewi",6.10744400,6.928294000
,373,Daily,Ekeokwu Market,"423111, Nawfija, Anambra",6.050204000,7.235810000
 ,374,Daily,Umunagu Market,"420115, Achalla, Anambra",6.33466600,6.98996800
,375,Daily,Ulo Oru Market,"423110, Ezira, Anambra",6.335093000,6.989496000
,376,Daily,Ugwuagba Market,"Ugwuagba, Obosi",6.230649000,6.831692000
,377,Daily,Nkwo-Ogbe Main Market,"Off Ajoke, 4B Nurudeen Close, 100213, Lagos, Anambra",5.855583000,6.859706000
,378,Daily,Umuobodo Market,"433106, Nkwelle Ezunaka, Anambra",6.21347100,6.839375000
,379,Daily,Aforadike Market,"434110, Obosi, Anambra",6.118713000,6.826821000
,380,Daily,Nkwo Amaenyi ,"Nkwo Amuenyi, 420110, Awka",6.221491000,7.084593000
,381,Daily,Nkwo Okpeze Market,"423131, Awgbu, Anambra",6.148798000,7.146169000
,382,Daily,Afor Market,"Mbaukwu Rd, 420106, Mbaukwu, Anambra",6.154796000,7.068609000
,383,Daily,Ahia Agu Ichida,"422117, Igbo Ukwu, Anambra",6.024377000,7.002492000
,384,Daily,Obunzekwe Market,"Nibo Rd, 420107, Nibo, Anambra",6.184975000,7.066266000
,385,Daily,"Permanent Site Market, Govt Res. Area","420112, Awka, Anambra",6.233721000,7.092984000
,386,Daily,Anaoma Umuife Market,"420118, Urum, Anambra",6.289415000,7.019850000
,387,Daily,Eke Agba,"local government area, Bishop court, Aguata St, Awka",6.212843000,7.054417000
,388,Daily,Eke Akwa Main Market,"Nnamdi Azikwe Avenue, 420108, Awka",6.254510000,7.070523000
,389,Daily,Dimakasi Market,"Amatutu, 422101, Agulu, Anambra",6.110711000,7.041929000
,390,Daily,Orie Market,"9W5G+JRG, 432107, Isinyi-Nando, Anambra",6.382443000,6.934342000
,391,Daily,Eke Awkuzu Market,"433104, Awkuzu, Anambra",6.250479000,6.942700000
,392,Daily,Osile Market,"433107, Ogbunike, Anambra",6.177211000,6.882712000
,393,Daily,Attah Market,"Nkpor 434105, Nkpor, Anambra",6.146992000,6.839489000
,394,Daily,Eke Umuoji Market,"434112, Umuoji, Anambra",6.154354000,6.876751000
,395,Daily,"Eke Market, Adazi-Nnukwu","Ozubulu-Okigwe Road Obeagu 422109, Agulu",6.124978000,7.02947300
,396,Daily,Ifite Ora Market,"72VQ+PVR, 420118, Urum, Anambra",6.29473500,7.039750000
,397,Daily,Ezi Edward Market,"420106, Mbaukwu, Anambra",6.135476000,7.082500000
,398,Daily,Eke Market Umuokpu Awka,"52VP+J75, Old Onitsha-Enugu Rd, 420107, Nawfia, Anambra",6.195126000,7.03577800
,399,Daily,Akitinyi Market,"420118, Urum, Anambra",6.291824000,7.037658000
,400,Daily,Ameyi Market,"433102, Nkwelle Ezunaka, Anambra",6.20664300,6.850071000
,401,4.0 M.D,"Oye Market, Ideani","4W2J+GX4, 434113, Ide-Ani, Anambra",6.102744000,6.932581000
,402,Daily,Omasi-Uno Market,"433114, Ifite Ogwari, Anambra",6.62994200,7.037811000
,403,Daily,Okra Market,"433115, Ifite Ogwari, Anambra",6.604043000,6.949515000
,404,Daily,Umudeze Public Market,"432109, Nmiata, Anambra",6.417623000,6.789060000
,405,Daily,Tourist Market Aguleri,"Nkisi Rd, 432107, Aguleri, Anambra",6.331855000,6.877908000
,406,Daily,Omasi-Agu Afor Market,"433111, Omashi, Anambra",6.700694000,6.985462000
,407,Daily,Umuehim Market,"421107, Ukpo, Anambra",6.405526000,7.014864000
,408,Daily,Umuebo Market,"433103, Umunya, Anambra",6.505364000,6.94878300
,409,Daily,Ezionye Market,"433102, Nteje, Anambra",6.267197000,6.911384000
,410,Daily,Obi Isingwu Market,"435114, Oraifite, Anambra",5.99752200,6.817851000
,411,Daily,Ifeadigo Market,"435115, Ojoto, Anambra",6.056712000,6.867563000
,412,Daily,Nkwo Edo Market,"Emeka Offor Rd, 435115, Nnobi, Anambra",6.007527000,6.86174900
,413,4.0 M.D,Oye-Agu Market Abagana,"5XM4+XHF, 421109, Ukpo, Anambra",6.185783000,6.956155000
,414,Daily,Ughaku Market,"431119, Okija, Anambra",5.895616000,6.86006600
,415,Daily,Eke Market Amawbia,"53W4+74F, Old Onitsha-Enugu Rd, 420103, Amawbia, Anambra",6.197279000,7.055272000
,416,Daily,Eke Amangwu Market,"435101, Nnewi, Anambra",6.011524000,6.910330000
,417,Daily,Oye Azigbo,"2X8Q+3PR, 435109, Azigbo, Anambra",6.016055000,6.989466000
,418,Daily,Eke Ututu Main Market,"RXWG+XWM, Autonomous community, Nkwerre",5.848838000,6.977375000
,419,4.0 M.D,"Orie-Utuh Market, Utuh","XX97+2Q4, Nnewi-Okigwe Rd, 435106, Utuh, Anambra",5.968626000,6.964335000
,420,Daily,Orie-Nwankwo Market,"435105, Ezinifite, Anambra",5.935912000,6.958013000
,421,Daily,Nkwordi Market,"431121, Ezinifite, Anambra",5.891063000,6.985498000
,422,Daily,Powa Market,"Awada Layout 431104, Onitsha",6.529385000,6.908873000
,423,Daily,Ogbe Oye Market,"St Stephens Anglican Church Rd, Niger Bridge Layout 434106, Onitsha",6.212258000,6.782493000
,424,Daily,3-3 Onitsha Market,"3-3 Onitsha Rd, 433106, Onitsha ",6.184983000,6.800656000
,425,4.0 M.D,Afor Umuaku Market,"2964+5W4, 441112, Isuochi, Abia",6.069802000,7.338926000
,426,4.0 M.D,Afor Market,"X26R+HXJ, Ozubulu - Okigwi Rd, 435104, Unubi, Anambra",6.020638000,7.042295000
,,,,,,
,,,BAUCHI,,,
,427,Daily,Dado Market,"741109, Zakshi, Bauchi",9.996606000,9.360647000
,428,Daily,Kwala Central Market,"743101, Mai Ari, Bauchi",10.12277400,10.60208400
,429,Daily,Muda Lawal Market,"Muda Lawal Market, Bauchi Kasuwar Waya, Bauchi",10.33145400,9.840726000
,430,Daily,Sabon Kaura Market Square,"740102, Bauchi",10.31206000,9.839459000
,431,Daily,Laushi Market Wunti,"Ahmadu Bello Way, 740102, Bauchi",10.31794800,9.835148000
,432,Friday,C&C Market,"740102, Bauchi",10.29201100,9.843548000
,433,Daily,Railway Market,"Samba Road, 740102, Bauchi",10.29265900,9.845357000
,434,Daily,Bakaro Market,Liman Mohmood Road,10.31304000,9.849966000
,435,Daily,Nabardo Market,"740102, Bauchi",10.30692500,9.840224000
,436,Daily,Bauchi Central Market,"741104, Bogoro, Bauchi",10.31725700,9.846681000
,437,Daily,Gwalameji Market,Opp FedPoly,10.25840100,9.775262000
,438,Daily,Yelwa Market,"12 Jaka Rd, Yana",10.27337000,9.795325000
,439,Daily,Bom Mini Market,"Along Bogoro Rd Line one Bom, Bogoro",9.691878000,9.614819000
,440,Daily,Tambari Market,"Jos-Bauchi Rd, 740110, Yelwa, Bauchi",10.31130400,9.776061000
,441,Daily,Market in Badara,"743104, Badara, Bauchi",10.35936700,10.35764200
,442,Daily,Tafawa Balewa Market,"741102, Tafawa Balewa, Bauchi",9.792931000,9.541794000
,443,Daily,Tilden Fulani Main Market,"740108, Tilden Fulani, Bauchi",10.04397600,8.99220100
,444,Daily,Tsangayar Market,"742101, Zakara, Bauchi",10.9807970,9.572269000
,445,Daily,Gadar Maiwa Market,"742101, Zakara, Bauchi",10.93396700,9.60010900
,446,Daily,Abubakar Tatari Ali Market,"Azare-Gaya Rd, 751101, Azare, Bauchi",11.92966700,10.15101700
,,,,,,
,,,BAYELSA,,,
,447,Daily,Swali Market,"569101, Yenegoa, Bayelsa",4.91962700,6.267541000
,448,Wedneday/Thursday,Fankpanigha Market,"569101, Akumani, Bayelsa",5.034105000,6.399209000
,449,Tuesday,Egweama Market,"562101, Igbabele, Bayelsa",4.306440000,6.194170000
,450,Daily,"Kpansia Market, Yenegoa","Kpansia Market Rd, Kpansia 569101, Yenegoa",4.920378000,6.319446000
,451,Daily,Sabagreia Market,"560102, Agudama Ekpetiama, Bayelsa",5.038667000,6.244921000
,452,Daily,Ogboloma Community Market,"569101, Koroama, Bayelsa",5.05223600,6.325421000
,453,Daily,Former Amiekoro Market,"560103, Amassoma, Bayelsa",4.97183800,6.112797000
,454,Daily,"Onopa Market, Yenogoa","569101, Yenegoa, Bayelsa",4.941124000,6.281229000
,455,Daily,Market in Bomadi ,"561102, Bomadi, Yenegoa",5.124232000,5.917711000
,456,Daily,Okwagbe Market,"Idjogun Quarters Waterside, Okwagbe",5.365907000,5.790808000
,457,Daily,Ogbolokiri Market,"569101, Yenegoa, Bayelsa",4.915945000,6.266805000
,458,Daily,Dirimafuro Market,"569101, Tombia, Bayelsa",4.984691000,6.275329000
,459,Daily,"Ekpede Market, Amassoma","560103, Amassoma, Bayelsa",4.973026000,6.109871000
,460,Daily,Ogbolomabiri Market Square,"562102, Nembe, Bayelsa",4.533322000,6.391445000
,461,Daily,Kaiama Modern Market,"560102, Kaiama, Bayelsa",5.119213000,6.304763000
,462,Daily,Market in Ewokiri,"562102, Ewokiri, Bayelsa",4.635800000,6.283961000
,463,Daily,"Odi Market, Ibia","560102, Ibia, Bayelsa",5.188684000,6.303662000
,464,Daily,Oguru Market,"569101, Akumani, Bayelsa",5.056428000,6.352809000
,465,Daily,Anya Pele Market,"560103, Otuan, Bayelsa",4.886054000,6.127464000
,466,Daily,Tombia Market,"Tombia-Amassoma Rd, 569101, Yenegoa",4.95697000,6.356346000
,467,Daily,Unnamed Market,"561102, Aleibri, Bayelsa",5.078938000,5.871285000
,468,Daily,Dirimafuro Market,"569101, Tombia, Bayelsa",4.984520000,6.279749000
,469,Daily,Community Square Market,"560103, Nengigbene, Bayelsa",4.705607000,6.089548000
,470,Daily,"Kalarossi Place, Seafood Market Yenagoa","9C Johnson Str Off Barath Rd, Biogbolo, Yenegoa",4.937583000,6.321039000
,471,Daily,Zarama Market,"569101, Akumani, Bayelsa",5.101764000,6.418600000
,472,Daily,Ekpede Market,"560103, Amassoma, Bayelsa",4.973539000,6.109442000
,,,,,,
,,,BENUE,,,
,473,Daily,"Wurukum Market, Makurdi","13 Abu King Shuluwa Rd, Walmayo 970101, Makurdi, Benue",7.724910000,8.549678000
,474,Daily,Gboko Main Market,"981101, Gboko, Benue",7.32348400,9.004421000
,475,Daily,Otukpo Main Market,Along Federal Rd Otukpo,7.193042000,8.13479600
,476,Morning,Oji Morning Market,"972107, Oji, Benue",7.574494000,7.912088000
,477,Daily,Wadata Main Market,"6 Port Harcourt st, behind Mc Carthy Stadium",7.745800000,8.512568000
,478,Daily,Kanshio Market,"Kanshio 970101, Kanshio, Benue",7.688132000,8.535741000
,479,Daily,North Bank Market,"North Bank 970101, Makurdi, Benue",7.754734000,8.546376000
,480,Daily,Ogoh Market,"970101, Ogoh, Benue",7.641346000,8.559240000
,481,Daily,Ikpayongo Market,"970101, Ikpayongo, Benue",7.576156000,8.598400000
,482,Daily,"Ella Market, Otukpo","Otukpo-Ikache Rd, 972261, Ameke, Benue",7.197911000,8.145014000
,483,Daily,Ultra Modern International Market,"Senator George Akume Way, Kanshio, Makurdi",7.701645000,8.564814000
,484,Daily,Obagaji New Market,"972108, Obagaji, Benue",7.890576000,7.913063000
,485,Daily,"Akpagher Market, Akkarra","981113, Akkarra, Benue",7.302451000,8.780545000
,486,Daily,Igbor Market,"971105, Igbor, Benue",7.45118400,8.607141000
,487,Daily,Market in Igumale,"973109, Igumale, Benue",6.805751000,7.972189000
,488,Daily,Aliade Market,"971103, Aliade, Benue",7.329389000,8.481005000
,489,Daily,Achusa Market,"MGW8+QVG, 970101, Kanshio, Benue",7.701849000,8.51626000
,490,Daily,Makurdi Modern Market,"PGJ2+7XC, Township 970101, Makurdi, Benue",7.763107000,8.507772000
,491,Daily,Ogwule Kaduna Main Market,"972108, Ogam, Benue",7.895922000,7.781904000
,492,Daily,Ogbolokkuta Market,"973109, Apa-Agila, Benue",6.724457000,7.973392000
,493,Daily,"Afo Market, Mkar","Mkar Rd, 981113, Gboko, Benue",7.407454000,9.084192000
,494,Daily,Igbalagidi Market,"972105, Boju, Benue",7.405555000,7.879651000
,495,Daily,Iwili Market,"Onipi-Ikobi Rd, 972107, Iwili, Benue",7.579583000,8.004441000
,496,Daily,"Tse Gbagir Market, Ogoh","970101, Ogoh Benue",11.91265400,9.277474000
,497,Daily,"Idiri Market, Okpoga","973101, Okpoga, Benue",7.078044000,7.753721000
,498,Daily,Chembe Market,"981113, Buruku, Benue",7.405328000,9.145628000
,499,Daily,Kyado Market,"981102, Buruku, Benue",7.570993000,9.080000000
,500,Daily,Tor Kasuwa Market,"980108, Ugba, Benue",7.504581000,9.353676000
,501,Daily,"High Level Market, Makurdi","Jonah Jang Cres, High Level 970101, Makurdi",7.719768000,8.527027000
,502,Daily,Abwa Market,"Yandev-Katsina Ala Rd, 981118, Abva, Benue",7.205545000,9.217336000
,503,Daily,Railway Market,"Tarka Rd, Wurukum",7.727966000,8.53087800
,504,Daily,"Ortese Market, Mkar","Ortese, Mkar Rd, Gboko",7.320597000,9.046738000
,505,Daily,"Agasha Market, Ihom, Atom","970102, Atom, Benue",7.716790000,8.879758000
,506,Daily,Adikpo Market,"V7X3+R7J, 982104, Adikpo, Benue",6.969595000,9.249354000
,507,Daily,"Utonkon Market, Utonkon","973110, Utonkon, Benue",6.961513000,8.034505000
,508,Daily,"Labour Market, Makurdi","University Rd, Makurdi",7.731594000,8.555778000
,509,Daily,"Ubangaji Market, Gboko","981101, Gboko, Benue",7.310873000,9.007367000
,510,Daily,Ihungwanor Market,"981113, Gboko, Benue",7.373707000,8.953528000
,511,Daily,"Pika Mbatiav Market, Pika","971105, Pika, Benue",7.397069000,8.619359000
,512,Daily,Tse-Kucha Market,"981113, Chia, Benue",7.425326000,8.968191000
,513,Daily,"Akpehe Market, Makurdi","Abu King Shuluwa Rd, Akpehe 970101, Makurdi",7.736207000,8.551268000
,514,Daily,"Lorfa Market, Pika","971105, Pika, Benue",7.467093000,8.592016000
,515,Daily,Mami Market,"Unnamed Rd, 970101, Makurdi",7.974030000,8.557837000
,516,Daily,Ogobia Main Market,"972106, Ogobia, Benue",7.352501000,8.045426000
,517,Daily,Wanunnue Market,"981107, Wanunnue, Benue",7.683081000,8.882382000
,518,Daily,Ukwor Market- Orokam,"Old Otukpo Rd, 973101, Orokam, Benue",6.99043500,7.580105000
,519,Daily,Gungul Market,"971110, Adima, Benue",7.184308000,8.579396000
,520,Daily,Anune Market,"982101, Ogevalav, Benue",6.687660000,9.404984000
,521,Daily,Ikyogen Market,"Unnamed Rd, 982101, Ikogen, Benue",6.703709000,9.441064000
